"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Listeriosis","Confirmed cases","Reported cases","N","2022","BG","Bulgaria",5.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","CY","Cyprus",1.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","CZ","Czechia",48.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","DE","Germany",551.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","DK","Denmark",86.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","EE","Estonia",11.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","EL","Greece",7.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","ES","Spain",437.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","EU27_21","EU (without UK)",2780.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","EU27_UK_21","EU (with UK until 2019)",2780.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","EUEEA30_21","EU/EEA (without UK)",2812.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",2812.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","FI","Finland",69.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","FR","France",451.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","HR","Croatia",5.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","HU","Hungary",64.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","IE","Ireland",17.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","IS","Iceland",2.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","IT","Italy",385.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","LI","Liechtenstein",0.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","LT","Lithuania",13.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","LU","Luxembourg",4.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","LV","Latvia",8.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","MT","Malta",1.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","NL","Netherlands",94.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","NO","Norway",30.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","PL","Poland",142.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","PT","Portugal",63.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","RO","Romania",14.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","SE","Sweden",125.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","SI","Slovenia",20.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2022","SK","Slovakia",25.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","AT","Austria",37.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","BE","Belgium",84.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","BG","Bulgaria",15.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","CY","Cyprus",0.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","CZ","Czechia",44.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","DE","Germany",664.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","DK","Denmark",53.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","EE","Estonia",5.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","EL","Greece",31.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","ES","Spain",428.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","EU27_21","EU (without UK)",2952.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","EU27_UK_21","EU (with UK until 2019)",2952.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","EUEEA30_21","EU/EEA (without UK)",2994.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",2994.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","FI","Finland",92.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","FR","France",538.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","HR","Croatia",6.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","HU","Hungary",46.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","IE","Ireland",18.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","IS","Iceland",3.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","IT","Italy",231.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","LI","Liechtenstein",0.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","LT","Lithuania",20.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","LU","Luxembourg",4.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","LV","Latvia",11.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","MT","Malta",2.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","NL","Netherlands",95.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","NO","Norway",39.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","PL","Poland",240.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","PT","Portugal",99.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","RO","Romania",21.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","SE","Sweden",131.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","SI","Slovenia",16.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2023","SK","Slovakia",21.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","AT","Austria",44.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","BE","Belgium",93.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","BG","Bulgaria",13.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","CY","Cyprus",2.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","CZ","Czechia",61.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","DE","Germany",646.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","DK","Denmark",61.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","EE","Estonia",7.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","EL","Greece",26.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","ES","Spain",465.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","EU27_21","EU (without UK)",3041.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","EU27_UK_21","EU (with UK until 2019)",3041.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","EUEEA30_21","EU/EEA (without UK)",3077.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","EUEEAUK_21","EU/EEA (with UK until 2019)",3077.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","FI","Finland",50.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","FR","France",619.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","HR","Croatia",10.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","HU","Hungary",46.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","IE","Ireland",22.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","IS","Iceland",7.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","IT","Italy",238.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","LI","Liechtenstein",0.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","LT","Lithuania",17.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","LU","Luxembourg",8.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","MT","Malta",0.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","NL","Netherlands",117.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","NO","Norway",29.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","PL","Poland",240.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","PT","Portugal",95.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","RO","Romania",24.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","SE","Sweden",114.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","SI","Slovenia",12.000000000,""
"Listeriosis","Confirmed cases","Reported cases","N","2024","SK","Slovakia",11.000000000,""
