"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","RO","Romania",1383.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","SE","Sweden",1990.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","SI","Slovenia",362.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","SK","Slovakia",4992.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2019","UK","United Kingdom",9718.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","AT","Austria",817.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","BE","Belgium",1595.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","BG","Bulgaria",187.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","CY","Cyprus",70.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","CZ","Czechia",10516.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","DE","Germany",8664.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","DK","Denmark",614.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EE","Estonia",91.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EL","Greece",381.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","ES","Spain",3526.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EU27_21","EU (without UK)",52690.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EU27_UK_21","EU (with UK until 2019)",52690.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EUEEA30_21","EU/EEA (without UK)",53163.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",53163.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","FI","Finland",516.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","FR","France",7071.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","HR","Croatia",786.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","HU","Hungary",2964.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","IE","Ireland",214.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","IS","Iceland",32.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","IT","Italy",2713.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","LT","Lithuania",419.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","LU","Luxembourg",93.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","LV","Latvia",296.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","MT","Malta",176.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","NL","Netherlands",695.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","NO","Norway",441.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","PL","Poland",5192.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","PT","Portugal",262.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","RO","Romania",408.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","SE","Sweden",825.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","SI","Slovenia",214.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2020","SK","Slovakia",3385.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","AT","Austria",993.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","BE","Belgium",2084.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","BG","Bulgaria",241.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","CY","Cyprus",41.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","CZ","Czechia",9894.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","DE","Germany",8144.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","DK","Denmark",692.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EE","Estonia",112.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EL","Greece",284.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","ES","Spain",6168.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EU27_21","EU (without UK)",62161.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EU27_UK_21","EU (with UK until 2019)",62161.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EUEEA30_21","EU/EEA (without UK)",62610.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",62610.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","FI","Finland",474.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","FR","France",9315.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","HR","Croatia",593.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","HU","Hungary",3298.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","IE","Ireland",173.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","IS","Iceland",53.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","IT","Italy",3768.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LI","Liechtenstein",7.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LT","Lithuania",281.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LU","Luxembourg",133.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","LV","Latvia",218.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","MT","Malta",249.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","NL","Netherlands",862.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","NO","Norway",389.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","PL","Poland",7708.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","PT","Portugal",361.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","RO","Romania",518.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","SE","Sweden",933.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","SI","Slovenia",185.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2021","SK","Slovakia",4439.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","AT","Austria",1192.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","BE","Belgium",2375.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","BG","Bulgaria",310.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","CY","Cyprus",66.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","CZ","Czechia",7563.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","DE","Germany",9064.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","DK","Denmark",898.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EE","Estonia",134.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EL","Greece",640.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","ES","Spain",8832.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EU27_21","EU (without UK)",65478.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EU27_UK_21","EU (with UK until 2019)",65478.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EUEEA30_21","EU/EEA (without UK)",66237.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",66237.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","FI","Finland",666.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","FR","France",11162.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","HR","Croatia",1047.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","HU","Hungary",3249.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","IE","Ireland",340.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","IS","Iceland",42.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","IT","Italy",3572.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LI","Liechtenstein",5.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LT","Lithuania",234.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LU","Luxembourg",161.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","LV","Latvia",90.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","MT","Malta",199.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","NL","Netherlands",1027.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","NO","Norway",712.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","PL","Poland",6054.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","PT","Portugal",412.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","RO","Romania",1010.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","SE","Sweden",1128.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","SI","Slovenia",384.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2022","SK","Slovakia",3669.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","AT","Austria",1279.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","BE","Belgium",2040.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","BG","Bulgaria",516.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","CY","Cyprus",64.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","CZ","Czechia",7482.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","DE","Germany",10599.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","DK","Denmark",1206.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","EE","Estonia",168.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","EL","Greece",936.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","ES","Spain",12161.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","EU27_21","EU (without UK)",77487.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","EU27_UK_21","EU (with UK until 2019)",77487.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","EUEEA30_21","EU/EEA (without UK)",78307.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","EUEEAUK_21","EU/EEA (with UK until 2019)",78307.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","FI","Finland",803.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","FR","France",11848.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","HR","Croatia",1270.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","HU","Hungary",4416.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","IE","Ireland",402.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","IS","Iceland",55.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","IT","Italy",3333.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","LI","Liechtenstein",8.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","LT","Lithuania",344.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","LU","Luxembourg",167.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","LV","Latvia",101.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","MT","Malta",169.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","NL","Netherlands",1456.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","NO","Norway",757.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","PL","Poland",9196.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","PT","Portugal",535.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","RO","Romania",1388.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","SE","Sweden",1312.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","SI","Slovenia",297.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2023","SK","Slovakia",3999.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","AT","Austria",1413.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","BE","Belgium",2440.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","BG","Bulgaria",947.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","CY","Cyprus",80.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","CZ","Czechia",7003.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","DE","Germany",12316.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","DK","Denmark",1266.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","EE","Estonia",103.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","EL","Greece",1052.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","ES","Spain",11248.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","EU27_21","EU (without UK)",79703.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","EU27_UK_21","EU (with UK until 2019)",79703.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","EUEEA30_21","EU/EEA (without UK)",80978.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","EUEEAUK_21","EU/EEA (with UK until 2019)",80978.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","FI","Finland",779.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","FR","France",12308.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","HR","Croatia",1484.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","HU","Hungary",4525.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","IE","Ireland",393.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","IS","Iceland",69.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","IT","Italy",2637.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","LI","Liechtenstein",7.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","LT","Lithuania",406.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","LU","Luxembourg",220.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","LV","Latvia",211.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","MT","Malta",164.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","NL","Netherlands",1614.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","NO","Norway",1199.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","PL","Poland",8028.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","PT","Portugal",983.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","RO","Romania",2133.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","SE","Sweden",1612.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","SI","Slovenia",423.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2024","SK","Slovakia",3915.000000000,""
