"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","AT","Austria",3386.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","BE","Belgium",3930.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","BG","Bulgaria",1136.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","CY","Cyprus",158.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","CZ","Czechia",17655.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","DE","Germany",55399.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","DK","Denmark",1648.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","EE","Estonia",428.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","EL","Greece",706.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","ES","Spain",3842.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","EU27_21","EU (without UK)",141525.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","EU27_UK_21","EU (with UK until 2019)",155082.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","EUEEA30_21","EU/EEA (without UK)",143268.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","EUEEAUK_21","EU/EEA (with UK until 2019)",156825.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","FI","Finland",2724.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","FR","France",5313.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","HU","Hungary",6578.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","IE","Ireland",440.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","IS","Iceland",93.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","IT","Italy",6730.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","LI","Liechtenstein",1.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","LT","Lithuania",2270.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","LU","Luxembourg",163.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","LV","Latvia",619.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","MT","Malta",85.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","NL","Netherlands",2464.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","NO","Norway",1649.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","PL","Poland",11160.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","PT","Portugal",438.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","RO","Romania",620.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","SE","Sweden",3930.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","SI","Slovenia",1336.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","SK","Slovakia",8367.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2007","UK","United Kingdom",13557.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","AT","Austria",2312.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","BE","Belgium",3831.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","BG","Bulgaria",1516.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","CY","Cyprus",169.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","CZ","Czechia",10707.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","DE","Germany",42885.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","DK","Denmark",3669.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","EE","Estonia",647.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","EL","Greece",792.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","ES","Spain",3833.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","EU27_21","EU (without UK)",123143.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","EU27_UK_21","EU (with UK until 2019)",134654.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","EUEEA30_21","EU/EEA (without UK)",125218.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","EUEEAUK_21","EU/EEA (with UK until 2019)",136729.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","FI","Finland",3127.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","FR","France",7186.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","HU","Hungary",6637.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","IE","Ireland",447.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","IS","Iceland",134.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","IT","Italy",6727.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","LI","Liechtenstein",0.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","LT","Lithuania",3308.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","LU","Luxembourg",153.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","LV","Latvia",1229.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","MT","Malta",161.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","NL","Netherlands",1628.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","NO","Norway",1941.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","PL","Poland",9156.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","PT","Portugal",332.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","RO","Romania",624.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","SE","Sweden",4185.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","SI","Slovenia",1033.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","SK","Slovakia",6849.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2008","UK","United Kingdom",11511.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","AT","Austria",2775.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","BE","Belgium",3113.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","BG","Bulgaria",1247.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","CY","Cyprus",134.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","CZ","Czechia",10480.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","DE","Germany",31395.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","DK","Denmark",2130.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","EE","Estonia",261.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","EL","Greece",403.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","ES","Spain",4304.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","EU27_21","EU (without UK)",99705.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","EU27_UK_21","EU (with UK until 2019)",110184.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","EUEEA30_21","EU/EEA (without UK)",100975.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","EUEEAUK_21","EU/EEA (with UK until 2019)",111454.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","FI","Finland",2327.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","FR","France",7153.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","HU","Hungary",5873.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","IE","Ireland",335.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","IS","Iceland",35.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","IT","Italy",5712.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","LT","Lithuania",2063.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","LU","Luxembourg",162.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","LV","Latvia",795.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","MT","Malta",125.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","NL","Netherlands",1204.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","NO","Norway",1235.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","PL","Poland",8537.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","PT","Portugal",220.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","RO","Romania",1105.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","SE","Sweden",3054.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","SI","Slovenia",616.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","SK","Slovakia",4182.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2009","UK","United Kingdom",10479.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","AT","Austria",2179.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","BE","Belgium",3169.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","BG","Bulgaria",1154.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","CY","Cyprus",136.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","CZ","Czechia",8209.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","DE","Germany",24833.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","DK","Denmark",1608.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","EE","Estonia",381.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","EL","Greece",297.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","ES","Spain",4420.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","EU27_21","EU (without UK)",91939.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","EU27_UK_21","EU (with UK until 2019)",101609.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","EUEEA30_21","EU/EEA (without UK)",93343.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","EUEEAUK_21","EU/EEA (with UK until 2019)",103013.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","FI","Finland",2421.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","FR","France",7184.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","HU","Hungary",5953.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","IE","Ireland",349.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","IS","Iceland",34.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","IT","Italy",5319.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","LT","Lithuania",1962.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","LU","Luxembourg",211.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","LV","Latvia",877.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","MT","Malta",160.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","NL","Netherlands",1447.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","NO","Norway",1370.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","PL","Poland",9263.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","PT","Portugal",205.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","RO","Romania",1285.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","SE","Sweden",3612.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","SI","Slovenia",363.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","SK","Slovakia",4942.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2010","UK","United Kingdom",9670.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","AT","Austria",1432.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","BE","Belgium",3177.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","BG","Bulgaria",924.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","CY","Cyprus",110.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","CZ","Czechia",8499.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","DE","Germany",23982.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","DK","Denmark",1170.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","EE","Estonia",375.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","EL","Greece",471.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","ES","Spain",3786.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","EU27_21","EU (without UK)",87231.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","EU27_UK_21","EU (with UK until 2019)",96685.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","EUEEA30_21","EU/EEA (without UK)",88566.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","EUEEAUK_21","EU/EEA (with UK until 2019)",98020.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","FI","Finland",2095.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","FR","France",8685.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","HU","Hungary",6169.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","IE","Ireland",311.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","IS","Iceland",45.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","IT","Italy",4467.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","LT","Lithuania",2294.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","LU","Luxembourg",125.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","LV","Latvia",995.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","MT","Malta",129.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","NL","Netherlands",1284.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","NO","Norway",1290.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","PL","Poland",8404.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","PT","Portugal",174.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","RO","Romania",989.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","SE","Sweden",2887.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","SI","Slovenia",400.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","SK","Slovakia",3897.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2011","UK","United Kingdom",9454.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","AT","Austria",1773.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","BE","Belgium",3101.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","BG","Bulgaria",839.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","CY","Cyprus",90.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","CZ","Czechia",10056.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","DE","Germany",20493.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","DK","Denmark",1207.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","EE","Estonia",249.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","EL","Greece",404.000000000,""
"Salmonellosis","Disease surveillance|Confirmed cases","Reported cases","N","2012","ES","Spain",4224.000000000,""
